Project_Id,ProjectName,City,State,Zipcode,Country,RatingSystem,PointsAchieved,CertLevel,CertDate,IsCertified,GrossFloorAreaSqm,ProjectTypes,waste_intensity,Waste Reduction %,Estimated Waste,Waste Savings
1000136602,DCMC North - MOB,AUS,TX,78717,US,LEED v4 BD+C: NC,51,Silver,2024-01-03,Yes,5574.18,Healthcare: Outpatient Office (Diagnostic),100,40,557418.0,22296720.0
1000136633,Avalon Brighton,BRI,MA,2135,US,LEED v4 BD+C: NC,61,Gold,2024-07-26,Yes,17651.57,Multi-Family Residential: Lowrise,60,50,1059094.2,52954710.0
1000136717,Cleveland Public Library - Hough Branch,CLE,OH,44103,US,LEED v4 BD+C: NC,52,Silver,2024-08-16,Yes,743.22,Public Assembly: Library,25,40,18580.5,743220.0
1000136737,"U of Arizona, Chemistry Building",TUC,AZ,85719,US,LEED v4 BD+C: NC,54,Silver,2024-02-21,Yes,8310.92,Core Learning Space: College/University,25,40,207773.0,8310920.0
1000136780,VISTA,FAI,VA,22030,US,LEED v4 BD+C: NC,48,Certified,2024-02-27,Yes,22159.87,Multi-Family Residential: Apartment,60,30,1329592.2,39887766.0
1000136936,Paul Hall,NO,LA,70118,US,LEED v4 BD+C: NC,63,Gold,2024-10-09,Yes,6428.89,Core Learning Space: College/University,25,50,160722.25,8036112.5
1000137014,NPAA Chattanooga,CHA,TN,37406,US,LEED v4.1 BD+C: NC,43,Certified,2025-03-11,Yes,4874.16,Industrial Manufacturing,100,30,487416.0,14622480.0
1000137042,Reuben Hoar Public Library,LIT,MA,1460,US,LEED v4 BD+C: NC,41,Certified,2024-10-29,Yes,2178.39,Public Assembly: Library,25,30,54459.75,1633792.5
1000137080,Rice University Hanszen College,HOU,TX,77005,US,LEED v4 BD+C: NC,61,Gold,2024-05-30,Yes,5196.06,Lodging: Dormitory,70,50,363724.2,18186210.0
1000137090,citizenM Hotel Boston Back Bay,BOS,MA,2115,US,LEED v4 BD+C: NC,63,Gold,2024-12-23,Yes,14093.39,"Lodging: Hotel/Motel/Resort, Full Service",70,50,986537.3,49326865.0
1000137173,WSSB Life Skills Training Center,VAN,WA,98661,US,LEED v4.1 BD+C: NC,68,Gold,2024-04-29,Yes,1074.79,Lodging: Other lodging,70,50,75235.3,3761765.0
1000137231,Fort Collins East Park Maint. Facility,FC,CO,80525,US,LEED v4.1 BD+C: NC,64,Gold,2024-02-26,Yes,603.87,Other,50,50,30193.5,1509675.0
1000137271,COSD Youth Transition Campus - Housing,SD,CA,92123,US,LEED v4 BD+C: NC,67,Gold,2024-02-05,Yes,1003.35,Public Order and Safety: Other Public Order,50,50,50167.5,2508375.0
1000137293,Catholic Univ - Conway School of Nursing,WAS,DC,20064,US,LEED v4 BD+C: NC,61,Gold,2024-09-19,Yes,9429.65,Core Learning Space: College/University,25,50,235741.25,11787062.5
1000137597,"Student Accomodation, via Serlio",BOL,BO,40128,IT,LEED v4 BD+C: NC,67,Gold,2024-08-16,Yes,17740.0,Lodging: Dormitory,70,50,1241800.0,62090000.0
1000137664,St. Thomas Schoenecker Center,SP,MN,55105,US,LEED v4 BD+C: NC,63,Gold,2024-08-02,Yes,12087.89,Core Learning Space: College/University,25,50,302197.25,15109862.5
1000137691,USM McGoldrick Center,POR,ME,4101,US,LEED v4 BD+C: NC,64,Gold,2024-05-29,Yes,3818.31,Office: Administrative/Professional,60,50,229098.6,11454930.0
1000137827,First Security Bank Bozeman,BOZ,MT,59718,US,LEED v4 BD+C: NC,61,Gold,2024-01-23,Yes,1055.01,Office: Financial,60,50,63300.6,3165030.0
1000137891,CONF,CON,CON,0,IT,LEED v4 BD+C: NC,60,Gold,2024-11-26,Yes,2884.0,CONF,50,50,144200.0,7210000.0
1000137948,Drosdick Hall,VIL,PA,19085,US,LEED v4 BD+C: NC,52,Silver,2024-09-16,Yes,14597.85,Laboratory,100,40,1459785.0,58391400.0
1000137966,Emergency Operations Center,HOU,TX,0,US,LEED v4 BD+C: NC,53,Silver,2024-11-19,Yes,1527.88,Office: Government,60,40,91672.8,3666912.0
1000137971,MIT W51 Burton-Conner,CAM,MA,2139,US,LEED v4 BD+C: NC,60,Gold,2024-06-25,Yes,15104.08,Core Learning Space: College/University,25,50,377602.0,18880100.0
1000138066,CAMPUS ARRUPE,MAD,MAD,28036,ES,LEED v4 BD+C: NC,66,Gold,2025-02-18,Yes,5480.0,Core Learning Space: College/University,25,50,137000.0,6850000.0
1000138238,Intuit Dome,ING,CA,90303,US,LEED v4 BD+C: NC,92,Platinum,2024-07-12,Yes,109593.3,Public Assembly: Recreation,60,60,6575598.0,394535880.0
1000138271,CONF,CON,CON,0,IT,LEED v4 BD+C: NC,86,Platinum,2024-01-31,Yes,10894.0,CONF,50,60,544700.0,32682000.0
1000138362,EPEC Operations & Safety Training Center,EP,TX,79938,US,LEED v4 BD+C: NC,45,Certified,2024-04-23,Yes,1264.87,Core Learning Space: Other classroom education,25,30,31621.75,948652.5
1000138377,Lakeshore - 18111 Von Karman,IRV,CA,92612,US,LEED v4 O+M: EB,69,Gold,2024-09-06,Yes,22993.86,Office: Administrative/Professional,60,50,1379631.6,68981580.0
1000138378,UO HWTP Building B&C,EUG,OR,97401,US,LEED v4 BD+C: NC,60,Gold,2024-02-27,Yes,26165.85,Lodging: Dormitory,70,50,1831609.5,91580475.0
1000138407,Lakeshore - 18101 Von Karman,IRV,CA,92612,US,LEED v4 O+M: EB,61,Gold,2024-09-06,Yes,39400.91,Office: Administrative/Professional,60,50,2364054.6,118202730.0
1000138421,Lakeshore - 18191 Von Karman,IRV,CA,92612,US,LEED v4 O+M: EB,61,Gold,2024-09-06,Yes,12978.55,Office: Administrative/Professional,60,50,778713.0,38935650.0
1000138455,CONF,CON,CON,0,US,LEED v4 BD+C: NC,52,Silver,2024-02-07,Yes,6967.72,CONF,50,40,348386.0,13935440.0
1000138714,Mill River Whittingham Discovery Center,SC,CT,6901,US,LEED v4 BD+C: NC,82,Platinum,2024-10-30,Yes,732.91,Other,50,60,36645.5,2198730.0
1000138941,Fort Lupton Readiness Center Motor Pool,FL,CO,80621,US,LEED v4 BD+C: NC,45,Certified,2024-08-13,Yes,1858.06,Office: Government,60,30,111483.6,3344508.0
1000138955,VDMA Ft. Barfoot 561 JFHQ Conversion,BLA,VA,23824,US,LEED v4 BD+C: NC,50,Silver,2024-12-05,Yes,2809.39,Office: Government,60,40,168563.4,6742536.0
1000138985,LLNL B321-G - Manufacturing Building,LIV,CA,94551,US,LEED v4 BD+C: NC,40,Certified,2024-04-08,Yes,1045.81,Laboratory,100,30,104581.0,3137430.0
1000138995,LLNL B310 - New NDE Building,LIV,CA,94551,US,LEED v4 BD+C: NC,41,Certified,2024-05-06,Yes,1126.17,Laboratory,100,30,112617.0,3378510.0
1000139011,HERE Pittsburgh,PIT,PA,15213,US,LEED v4 BD+C: NC,43,Certified,2024-10-04,Yes,37491.66,Multi-Family Residential: Apartment,60,30,2249499.6,67484988.0
1000139014,Joint Forces Headquarters - BNGC,FRA,KY,40601,US,LEED v4 BD+C: NC,60,Gold,2024-12-23,Yes,5925.72,Office: Government,60,50,355543.2,17777160.0
1000139227,PortMiami Cruise Terminal F 2.0,MIA,FL,33132,US,LEED v4 BD+C: NC,52,Silver,2024-02-29,Yes,13274.17,Public Assembly: Other Assembly,60,40,796450.2,31858008.0
1000139250,NIKE 4th Phase ASRS Project,TAI,JIA,215400,CN,LEED v4 BD+C: NC,63,Gold,2024-08-02,Yes,11880.99,Warehouse: Nonrefrigerated Distribution/Shipping,40,50,475239.6,23761980.0
1000139455,CONF,CON,CON,0,US,LEED v4 BD+C: NC,50,Silver,2024-09-05,Yes,17651.57,CONF,50,40,882578.5,35303140.0
1000139488,SDSU - Second Stage,SD,CA,92182,US,LEED v4 BD+C: NC,50,Silver,2024-12-16,Yes,1364.47,Core Learning Space: College/University,25,40,34111.75,1364470.0
1000139639,Veterinary Specialty Center,BAN,IL,60015,US,LEED v4 BD+C: NC,51,Silver,2024-02-15,Yes,7250.61,Healthcare: Clinic/Other Outpatient,100,40,725061.0,29002440.0
1000139692,Quinnipiac University Wellness Center,HAM,CT,6518,US,LEED v4 BD+C: NC,61,Gold,2024-02-13,Yes,5202.57,Other,50,50,260128.5,13006425.0
1000139734,UW Tacoma Milgard Hall,TAC,WA,98402,US,LEED v4 BD+C: NC,72,Gold,2024-04-11,Yes,4793.98,Core Learning Space: College/University,25,50,119849.5,5992475.0
1000139763,Building 48 Modernization,LAK,CO,80225,US,LEED v4 BD+C: NC,70,Gold,2024-11-15,Yes,14260.52,Office: Government,60,50,855631.2,42781560.0
1000139828,Museum of Solutions,MUM,MAH,400013,IN,LEED v4.1 BD+C: NC,63,Gold,2025-07-02,Yes,5300.0,Public Assembly: Museum,60,50,318000.0,15900000.0
1000139880,The Cape on Kiawah,KI,SC,29455,US,LEED v4 BD+C: NC,61,Gold,2024-12-04,Yes,16489.17,Multi-Family Residential: Condominium,60,50,989350.2,49467510.0
1000139883,Espace citoyen des Confluents,LAV,QC,0,CA,LEED v4 BD+C: NC,64,Gold,2024-11-06,Yes,5206.0,Public Assembly: Other Assembly,60,50,312360.0,15618000.0
1000139971,Skye on 6th,PHO,AZ,85004,US,LEED v4 BD+C: NC,56,Silver,2024-12-16,Yes,24411.75,Multi-Family Residential: Apartment,60,40,1464705.0,58588200.0
1000140123,VIMS - The Acuff Center for Aquaculture,GP,VA,23062,US,LEED v4 BD+C: NC,50,Silver,2024-05-19,Yes,1697.62,Laboratory,100,40,169762.0,6790480.0
1000140452,"Walter Dods, Jr. RISE Center",HON,HI,96822,US,LEED v4 BD+C: NC,63,Gold,2024-12-06,Yes,10588.34,Lodging: Dormitory,70,50,741183.8,37059190.0
1000140846,Caradosso 16,MIL,MI,20123,IT,LEED v4 BD+C: NC,69,Gold,2024-04-11,Yes,4620.0,Office: Financial,60,50,277200.0,13860000.0
1000140908,EXP Northeastern University,BOS,MA,2118,US,LEED v4 BD+C: NC,86,Platinum,2024-08-30,Yes,33175.66,Core Learning Space: College/University,25,60,829391.5,49763490.0
1000140934,Premier Meat Building Expansion,VAU,QC,0,CA,LEED v4 BD+C: NC,44,Certified,2024-09-04,Yes,5557.0,Industrial Manufacturing,100,30,555700.0,16671000.0
1000140975,Mayo Hall Renovation and Addition,VAL,CA,94590,US,LEED v4 BD+C: NC,61,Gold,2024-02-16,Yes,2282.91,Office: Other Office,60,50,136974.6,6848730.0
1000141120,CEU-FAC. HUMANIDADES Y CC. COMUNICACION,MAD,MAD,28001,ES,LEED v4 BD+C: NC,60,Gold,2024-07-17,Yes,7314.0,Core Learning Space: College/University,25,50,182850.0,9142500.0
1000141174,Urban Balcony Cluster 2 C-4 Plot Project,JIN,SHA,250000,CN,LEED v4 BD+C: NC,67,Gold,2024-01-22,Yes,69385.0,Office: Government,60,50,4163100.0,208155000.0
1000141220,UMass Chan Medical School - NERB,WOR,MA,1655,US,LEED v4 BD+C: NC,65,Gold,2024-12-18,Yes,32682.07,Laboratory,100,50,3268207.0,163410350.0
1000141516,1898 S. Flatiron Ct.,BOU,CO,80301,US,LEED v4.1 O+M: EB,40,Certified,2024-01-22,Yes,3844.05,Industrial Manufacturing,100,30,384405.0,11532150.0
1000141892,Student Health and Wellness Center,TAM,FL,33620,US,LEED v4 BD+C: NC,50,Silver,2024-11-18,Yes,4702.29,Core Learning Space: College/University,25,40,117557.25,4702290.0
1000141900,UC IRVINE CENTER FOR ADVANCED CARE,IRV,CA,92612,US,LEED v4 BD+C: NC,85,Platinum,2024-11-07,Yes,15979.32,Healthcare: Clinic/Other Outpatient,100,60,1597932.0,95875920.0
1000141951,CONF,CON,CON,0,MX,LEED v4 BD+C: NC,63,Gold,2024-07-25,Yes,6435.0,CONF,50,50,321750.0,16087500.0
1000141978,Michigan Tech H-STEM Building,HOU,MI,49931,US,LEED v4 BD+C: NC,62,Gold,2024-11-01,Yes,6038.7,Core Learning Space: College/University,25,50,150967.5,7548375.0
1000142002,Labriola Innovation Complex,GOL,CO,80401,US,LEED v4 BD+C: NC,61,Gold,2024-11-27,Yes,3461.57,Core Learning Space: College/University,25,50,86539.25,4326962.5
1000142005,AECQ Integrated Workshop,CHO,CHO,401139,CN,LEED v4 BD+C: NC,62,Gold,2024-03-06,Yes,120220.0,Industrial Manufacturing,100,50,12022000.0,601100000.0
1000142019,The Edison,REN,NV,89512,US,LEED v4 BD+C: NC,60,Gold,2024-08-14,Yes,16174.41,Multi-Family Residential: Apartment,60,50,970464.6,48523230.0
1000142252,PG&E Davis T-Line,DAV,CA,95616,US,LEED v4 BD+C: NC,67,Gold,2024-07-22,Yes,1254.19,Other,50,50,62709.5,3135475.0
1000142532,HEIDENHAIN HEADQUARTER,MIL,MI,20128,IT,LEED v4 BD+C: NC,86,Platinum,2024-11-27,Yes,4648.0,Office: Mixed-Use,60,60,278880.0,16732800.0
1000142605,La Puente Enhanced One Stop Center,LP,CA,91744,US,LEED v4 BD+C: NC,52,Silver,2024-09-09,Yes,640.57,Office: Government,60,40,38434.2,1537368.0
1000142644,CONF,CON,CON,0,US,LEED v4 BD+C: NC,44,Certified,2024-01-29,Yes,13470.94,CONF,50,30,673547.0,20206410.0
1000142702,Tampa Convention Center,TAM,FL,32789,US,LEED v4.1 O+M: EB,53,Silver,2025-02-21,Yes,52108.64,Public Assembly: Convention Center,60,40,3126518.4,125060736.0
1000142772,303 Baldwin Avenue,SM,CA,94401,US,LEED v4 BD+C: NC,61,Gold,2024-09-11,Yes,11867.62,Office: Other Office,60,50,712057.2,35602860.0
1000142917,CONF,CON,CON,0,US,LEED v4 BD+C: NC,52,Silver,2024-04-26,Yes,3454.13,CONF,50,40,172706.5,6908260.0
1000142962,E. S. Witchger School of Engineering,IND,IN,46222,US,LEED v4 BD+C: NC,50,Silver,2024-05-25,Yes,5630.2,Core Learning Space: College/University,25,40,140755.0,5630200.0
1000143027,Fountain Square One,RES,VA,20190,US,LEED v4.1 O+M: EB,54,Silver,2025-07-17,Yes,24612.61,Office: Administrative/Professional,60,40,1476756.6,59070264.0
1000143029,Fountain Square Two,RES,VA,20190,US,LEED v4.1 O+M: EB,57,Silver,2025-07-17,Yes,28155.0,Office: Administrative/Professional,60,40,1689300.0,67572000.0
1000143040,KP BELLFLOWER RAD ONC & IMAGING,BEL,CA,90706,US,LEED v4 BD+C: NC,63,Gold,2024-06-12,Yes,3095.16,Healthcare: Outpatient Office (Diagnostic),100,50,309516.0,15475800.0
1000143110,Raumplus wuxi new office building,WUX,JIA,200001,CN,LEED v4 BD+C: NC,61,Gold,2024-01-08,Yes,11232.0,Industrial Manufacturing,100,50,1123200.0,56160000.0
1000143114,Boston Engine No. 17,BOS,MA,2122,US,LEED v4 BD+C: NC,51,Silver,2024-11-26,Yes,1987.75,Public Order and Safety: Fire/Police Station,60,40,119265.0,4770600.0
1000143188,Sumner Square,WAS,DC,20036,US,LEED v4.1 O+M: EB,60,Gold,2025-04-04,Yes,21230.19,Office: Administrative/Professional,60,50,1273811.4,63690570.0
1000143276,CONF,CON,CON,0,US,LEED v4 O+M: EB,45,Certified,2024-08-02,Yes,3812.27,CONF,50,30,190613.5,5718405.0
1000143367,Kingstowne Center T,ALE,VA,22315,US,LEED v4.1 O+M: EB,70,Gold,2025-04-04,Yes,14878.6,Office: Administrative/Professional,60,50,892716.0,44635800.0
1000143369,Discovery Square I,RES,VA,20190,US,LEED v4.1 O+M: EB,65,Gold,2024-11-18,Yes,17506.36,Office: Administrative/Professional,60,50,1050381.6,52519080.0
1000143373,Reston Overlook I,RES,VA,20190,US,LEED v4.1 O+M: EB,72,Gold,2024-11-18,Yes,32088.05,Office: Administrative/Professional,60,50,1925283.0,96264150.0
1000143375,Reston Overlook II,RES,VA,20190,US,LEED v4.1 O+M: EB,66,Gold,2024-04-12,Yes,13082.79,Office: Administrative/Professional,60,50,784967.4,39248370.0
1000143390,Kingstowne Center K,ALE,VA,22315,US,LEED v4.1 O+M: EB,67,Gold,2025-04-04,Yes,15052.98,Office: Administrative/Professional,60,50,903178.8,45158940.0
1000143392,Discovery Square II,RES,VA,20190,US,LEED v4.1 O+M: EB,60,Gold,2024-11-18,Yes,18535.82,Office: Administrative/Professional,60,50,1112149.2,55607460.0
1000143491,Brightview Hunt Valley Towne Centre,COC,MD,21030,US,LEED v4 BD+C: NC,60,Gold,2024-09-04,Yes,19018.92,Multi-Family Residential: Apartment,60,50,1141135.2,57056760.0
1000143497,MAPAL India Private Limited,COI,TN,641659,IN,LEED v4.1 BD+C: NC,86,Platinum,2024-05-02,Yes,1741.0,Office: Administrative/Professional,60,60,104460.0,6267600.0
1000143561,B340s Renovation,FC,CA,94404,US,LEED v4 BD+C: NC,53,Silver,2024-07-22,Yes,5866.17,Laboratory,100,40,586617.0,23464680.0
1000143575,UCR SOM Education Building II,RIV,CA,92507,US,LEED v4 BD+C: NC,81,Platinum,2024-12-23,Yes,8870.01,Core Learning Space: College/University,25,60,221750.25,13305015.0
1000143656,Fire Station No. 5,SAS,SK,0,CA,LEED v4 BD+C: NC,49,Certified,2024-05-21,Yes,916.0,Public Order and Safety: Fire/Police Station,60,30,54960.0,1648800.0
1000143724,"Extra Space Storage - Kenmore, NY",KEN,NY,14216,US,LEED v4 BD+C: NC,58,Silver,2024-05-10,Yes,7721.91,Warehouse: Self Storage Units,40,40,308876.4,12355056.0
1000143963,CONF,CON,CON,0,IT,LEED v4 BD+C: NC,64,Gold,2024-05-15,Yes,6483.0,CONF,50,50,324150.0,16207500.0
1000143974,Global Home of the PGA TOUR,PVB,FL,32082,US,LEED v4 BD+C: NC,60,Gold,2024-10-09,Yes,18864.14,Office: Administrative/Professional,60,50,1131848.4,56592420.0
1000144301,Des Moines University West,WDM,IA,50266,US,LEED v4 BD+C: NC,55,Silver,2024-03-25,Yes,35487.27,Core Learning Space: College/University,25,40,887181.75,35487270.0
1000144336,Nucor - BB Mill Building,BRA,KY,40108,US,LEED v4 BD+C: NC,50,Silver,2024-06-03,Yes,134969.48,Industrial Manufacturing,100,40,13496948.0,539877920.0
1000144452,CONF,CON,CON,0,BR,LEED v4.1 O+M: EB,64,Gold,2024-04-29,Yes,68826.0,CONF,50,50,3441300.0,172065000.0
1000144834,White Fence Farm Clubhouse,LAK,CO,80232,US,LEED v4 BD+C: NC,61,Gold,2024-07-25,Yes,661.66,Other,50,50,33083.0,1654150.0
1000144850,Sumter County Rest Area - Southbound,BUS,FL,33513,US,LEED v4 BD+C: NC,42,Certified,2024-12-19,Yes,845.42,Public Assembly: Other Assembly,60,30,50725.2,1521756.0
1000144861,Southeastern Live Well Center,SD,CA,92114,US,LEED v4 BD+C: NC,61,Gold,2024-09-25,Yes,6047.99,Office: Government,60,50,362879.4,18143970.0
1000144941,archimania's Office,MEM,TN,38104,US,LEED v4.1 O+M: EB,86,Platinum,2024-04-17,Yes,691.57,Office: Administrative/Professional,60,60,41494.2,2489652.0
1000145380,Hogg Memorial Auditorium Major Reno,AUS,TX,78712,US,LEED v4 BD+C: NC,84,Platinum,2024-06-04,Yes,2731.91,Public Assembly: Entertainment,60,60,163914.6,9834876.0
1000145433,Casa Heribert Pons,BAR,BCN,8007,ES,LEED v4 BD+C: NC,60,Gold,2024-12-12,Yes,6390.8,Office: Administrative/Professional,60,50,383448.0,19172400.0
1000145484,MAGNET Headquarters,CLE,OH,44103,US,LEED v4 BD+C: NC,51,Silver,2024-03-27,Yes,5249.02,Office: Other Office,60,40,314941.2,12597648.0
1000145703,KOA Corporate Headquarters,BIL,MT,59101,US,LEED v4 BD+C: NC,63,Gold,2024-03-11,Yes,3162.42,Office: Administrative/Professional,60,50,189745.2,9487260.0
1000145818,CONF,CON,CON,0,US,LEED v4 BD+C: NC,57,Silver,2024-01-08,Yes,1604.81,CONF,50,40,80240.5,3209620.0
1000145825,CONF,CON,CON,0,US,LEED v4 BD+C: NC,60,Gold,2024-01-08,Yes,4698.29,CONF,50,50,234914.5,11745725.0
1000145826,CONF,CON,CON,0,US,LEED v4 BD+C: NC,60,Gold,2024-01-08,Yes,389.26,CONF,50,50,19463.0,973150.0
1000145930,Aspen Distillery,PC,CO,81621,US,LEED v4 BD+C: NC,86,Platinum,2024-07-10,Yes,510.97,Other,50,60,25548.5,1532910.0
1000146094,Gallery Building at Basalt River Park,BAS,CO,81621,US,LEED v4.1 BD+C: NC,42,Certified,2025-05-29,Yes,2459.14,Other,50,30,122957.0,3688710.0
1000146237,MASERGRUP LEED CORPORATE BUILDING,REU,TAR,43206,ES,LEED v4 BD+C: NC,63,Gold,2024-01-05,Yes,8310.0,Warehouse: General,40,50,332400.0,16620000.0
1000146607,CONF,CON,CON,0,CN,LEED v4 BD+C: NC,66,Gold,2024-02-05,Yes,38135.0,CONF,50,50,1906750.0,95337500.0
1000146609,CONF,CON,CON,0,CN,LEED v4 BD+C: NC,65,Gold,2024-01-25,Yes,21200.0,CONF,50,50,1060000.0,53000000.0
1000146947,Kansas City Streetcar VMF,KC,MO,64106,US,LEED v4 BD+C: NC,65,Gold,2024-10-15,Yes,2904.89,Other,50,50,145244.5,7262225.0
1000146948,Kansas City Streetcar Annex,KC,MO,64106,US,LEED v4 BD+C: NC,70,Gold,2024-10-15,Yes,566.71,Other,50,50,28335.5,1416775.0
1000146956,Studentato Moretta Cesana,TUR,TO,10139,IT,LEED v4 BD+C: NC,67,Gold,2024-02-06,Yes,20043.0,Lodging: Dormitory,70,50,1403010.0,70150500.0
1000146998,Berea College CMIT Building,BER,KY,40404,US,LEED v4 BD+C: NC,53,Silver,2024-08-14,Yes,4530.04,Core Learning Space: College/University,25,40,113251.0,4530040.0
1000147133,EVC Language Arts Building,SJ,CA,95135,US,LEED v4 BD+C: NC,64,Gold,2024-06-24,Yes,4476.72,Core Learning Space: College/University,25,50,111918.0,5595900.0
1000147188,Merriam Plaza Library,MER,KS,66202,US,LEED v4 BD+C: NC,54,Silver,2024-08-06,Yes,1393.54,Public Assembly: Library,25,40,34838.5,1393540.0
1000147195,Weathervane Health and Wellness Center,BOU,CO,80303,US,LEED v4 BD+C: NC,54,Silver,2024-10-15,Yes,629.79,Public Assembly: Recreation,60,40,37787.4,1511496.0
1000147228,SMU Frances Anne Moody Hall,UP,TX,75205,US,LEED v4 BD+C: NC,42,Certified,2024-03-20,Yes,4902.31,Core Learning Space: College/University,25,30,122557.75,3676732.5
1000147248,First Security Bank Missoula,MIS,MT,59801,US,LEED v4 BD+C: NC,54,Silver,2024-12-19,Yes,3881.95,Office: Financial,60,40,232917.0,9316680.0
1000147424,Sparrow Emergency Center Okemos,OKE,MI,48864,US,LEED v4 BD+C: NC,42,Certified,2024-02-20,Yes,2972.9,Healthcare: Outpatient Office (Diagnostic),100,30,297290.0,8918700.0
1000147553,Fulton County Animal Services Facility,ATL,GA,30318,US,LEED v4 BD+C: NC,44,Certified,2024-07-30,Yes,5157.42,Office: Government,60,30,309445.2,9283356.0
1000147707,Command Control Smart Governance Centre,CHE,TN,600003,IN,LEED v4 BD+C: NC,88,Platinum,2024-09-16,Yes,5254.0,Office: Government,60,60,315240.0,18914400.0
1000147853,Haiyin Square-Changchun,CHA,CHA,130028,CN,LEED v4.1 O+M: EB,81,Platinum,2024-03-13,Yes,115483.0,Office: Mixed-Use,60,60,6928980.0,415738800.0
1000147940,New Spokane Valley Library,SV,WA,99206,US,LEED v4 BD+C: NC,57,Silver,2024-02-12,Yes,2550.09,Public Assembly: Library,25,40,63752.25,2550090.0
1000147982,Vero at Novus,TEM,AZ,85281,US,LEED v4 BD+C: NC,52,Silver,2024-11-18,Yes,13430.52,Multi-Family Residential: Condominium,60,40,805831.2,32233248.0
1000148043,Siege Social Equipe Laurence,SAI,QC,0,CA,LEED v4 BD+C: NC,50,Silver,2024-10-11,Yes,1835.0,Office: Mixed-Use,60,40,110100.0,4404000.0
1000148068,PeaceHealth Lynden Clinic,LYN,WA,98264,US,LEED v4 BD+C: NC,56,Silver,2024-11-08,Yes,2266.18,Healthcare: Clinic/Other Outpatient,100,40,226618.0,9064720.0
1000148363,CONF,CON,CON,0,US,LEED v4 BD+C: NC,50,Silver,2024-02-12,Yes,7940.42,CONF,50,40,397021.0,15880840.0
1000148491,Alibaba Xuhui Binjiang Park D,SHA,SHA,200040,CN,LEED v4 BD+C: NC,64,Gold,2024-08-13,Yes,40720.0,Office: Mixed-Use,60,50,2443200.0,122160000.0
1000148722,Project Storm,TON,KS,66086,US,LEED v4 BD+C: NC,62,Gold,2024-06-20,Yes,34278.51,Industrial Manufacturing,100,50,3427851.0,171392550.0
1000148837,1910 Alton Road,MB,FL,33139,US,LEED v4 BD+C: NC,50,Silver,2024-09-20,Yes,1474.09,Office: Mixed-Use,60,40,88445.4,3537816.0
1000148852,Charlotte J. Burrie Civic Center,PB,FL,33064,US,LEED v4.1 O+M: EB,62,Gold,2025-07-28,Yes,809.37,Public Assembly: Other Assembly,60,50,48562.2,2428110.0
1000149377,Sede Sicredi Dexis,MAR,PR,0,BR,LEED v4 BD+C: NC,89,Platinum,2024-07-12,Yes,11035.0,Office: Administrative/Professional,60,60,662100.0,39726000.0
1000149430,Port of Edmonds Administration Building,EDM,WA,98020,US,LEED v4 BD+C: NC,53,Silver,2024-07-01,Yes,1079.53,Office: Mixed-Use,60,40,64771.8,2590872.0
1000149594,PCM Parcel F - Signal House,ATL,GA,30308,US,LEED v4 BD+C: NC,40,Certified,2024-12-03,Yes,19149.91,Multi-Family Residential: Apartment,60,30,1148994.6,34469838.0
1000149987,Boys and Girls Club of Chicago,CHI,IL,60651,US,LEED v4 BD+C: NC,52,Silver,2024-01-25,Yes,2787.09,Public Assembly: Recreation,60,40,167225.4,6689016.0
1000149998,CONF,CON,CON,0,US,LEED v4 BD+C: NC,64,Gold,2024-04-02,Yes,7112.65,CONF,50,50,355632.5,17781625.0
1000150288,CONF,CON,CON,0,IT,LEED v4 BD+C: NC,67,Gold,2024-05-17,Yes,7077.0,CONF,50,50,353850.0,17692500.0
1000150483,CONF,CON,CON,0,US,LEED v4 BD+C: NC,61,Gold,2024-05-28,Yes,8236.59,CONF,50,50,411829.5,20591475.0
1000150601,CityLine Block 3S,SUN,CA,94086,US,LEED v4 BD+C: NC,44,Certified,2024-10-10,Yes,55891.98,Multi-Family Residential: Apartment,60,30,3353518.8,100605564.0
1000150606,AVOYA ICECEK FABRIKASI,BUR,BUR,15000,TR,LEED v4 BD+C: NC,50,Silver,2024-12-06,Yes,12866.0,Other,50,40,643300.0,25732000.0
1000150656,Highland Bridge Lot 1 Block 3,SP,MN,55116,US,LEED v4 BD+C: NC,66,Gold,2024-01-05,Yes,40466.32,Multi-Family Residential: Apartment,60,50,2427979.2,121398960.0
1000150667,Highland Bridge Blocks 6/7 Senior Living,SP,MN,55116,US,LEED v4 BD+C: NC,61,Gold,2024-07-08,Yes,35088.07,Healthcare: Nursing Home/ Assisted Living,100,50,3508807.0,175440350.0
1000150824,Blomquist Street Navigation Center,RC,CA,94063,US,LEED v4 BD+C: NC,53,Silver,2024-02-16,Yes,3437.41,Lodging: Other lodging,70,40,240618.7,9624748.0
1000151038,DMG MORI PH Machine Green Plant project,PIN,ZHE,314299,CN,LEED v4 BD+C: NC,60,Gold,2024-05-06,Yes,38240.0,Industrial Manufacturing,100,50,3824000.0,191200000.0
1000151044,NXpark Xi'an by Aden,XI',SHA,710300,CN,LEED v4 BD+C: NC,64,Gold,2024-02-25,Yes,28896.0,Industrial Manufacturing,100,50,2889600.0,144480000.0
1000151148,101 N. Meridian,TAM,FL,33602,US,LEED v4 BD+C: NC,64,Gold,2024-08-21,Yes,29175.72,Multi-Family Residential: Apartment,60,50,1750543.2,87527160.0
