ID,ProjectName,City,State,Zipcode,Country,RatingSystem,PointsAchieved,CertLevel,CertDate,IsCertified,GrossFloorAreaSqm,ProjectTypes
1000132181,UC Davis at Orchard Park - Amenity,DAV,CA,95616,US,LEED v4 BD+C: NC,52,Silver,2024-02-19,Yes,15699.0,Other
1000132329,Lukachukai Fire Station Bus Bay,LUK,AZ,86507,US,LEED v4 BD+C: NC,51,Silver,2024-03-20,Yes,8464.0,Public Order and Safety: Fire/Police Station
1000132337,East College Street Development,IC,IA,52240,US,LEED v4 BD+C: NC,60,Gold,2024-05-17,Yes,119000.0,Multi-Family Residential: Apartment
1000132401,Starbucks China Office Building,KUN,JIA,215337,CN,LEED v4 BD+C: NC,88,Platinum,2024-05-06,Yes,3318.0,Office: Mixed-Use
1000132402,Starbucks China Production Workshop,KUN,JIA,215337,CN,LEED v4 BD+C: NC,84,Platinum,2024-05-06,Yes,10774.0,Industrial Manufacturing
1000132485,Gwinnett County Police Training Exp.,LAW,GA,30045,US,LEED v4 BD+C: NC,42,Certified,2024-07-25,Yes,26182.0,Office: Government
1000132496,CONF,CON,CA,0,US,LEED v4 BD+C: NC,48,Certified,2024-12-03,Yes,35135.0,CONF
1000132576,Modera Clarendon,ARL,VA,22201,US,LEED v4 BD+C: NC,51,Silver,2024-06-05,Yes,269000.0,Multi-Family Residential: Apartment
1000132769,CONF,CON,NC,0,US,LEED v4 BD+C: NC,51,Silver,2024-02-12,Yes,16000.0,CONF
1000132770,Charles M. Murray Maintenance Facility,FAI,VA,22031,US,LEED v4 BD+C: NC,50,Silver,2024-12-12,Yes,14232.0,Service: Vehicle Service/Repair
1000132841,Viposa - NOA,NA,MS,0,BR,LEED v4 BD+C: NC,52,Silver,2024-07-25,Yes,12186.0,Industrial Manufacturing
1000132908,OFICINAS SEDE CENTRAL SIMON BARCELONA,BAR,BCN,8018,ES,LEED v4 BD+C: NC,86,Platinum,2025-03-21,Yes,9702.0,Office: Mixed-Use
1000132952,CONF,CON,N/A,0,CN,LEED v4 BD+C: NC,95,Platinum,2024-07-21,Yes,7571.0,CONF
1000133076,VASTRAKALA EXPORTS PRIVATE LIMITED,CHE,TN,600124,IN,LEED v4.1 BD+C: NC,84,Platinum,2024-07-17,Yes,4096.0,Industrial Manufacturing
1000133126,Marc and Sharon Hagle Hall,WL,IN,47906,US,LEED v4 BD+C: NC,61,Gold,2024-05-01,Yes,36040.0,Core Learning Space: College/University
1000133206,Nancy J. Cotterman Center,FL,FL,33334,US,LEED-NC v2009,66,Gold,2024-04-10,Yes,27007.0,Lodging: Dormitory
1000133308,Albion in the Gulch,NAS,TN,37203,US,LEED v4 BD+C: NC,52,Silver,2024-04-03,Yes,496000.0,Multi-Family Residential: Apartment
1000133391,Signature Des Moines FBO Terminal/Hangar,DM,IA,50313,US,LEED v4 BD+C: NC,40,Certified,2024-08-16,Yes,38383.0,Airport: Terminal/Concourse
1000133434,Merck Elkton B25 Document Resources,ELK,VA,22827,US,LEED v4 BD+C: NC,64,Gold,2024-02-07,Yes,9900.0,Office: Other Office
1000133531,Dzilth-Na-O-Dith-Hle Dormitory,BLO,NM,87413,US,LEED v4 BD+C: NC,65,Gold,2024-01-22,Yes,14409.0,Lodging: Dormitory
1000133540,Meridian on New Jersey Avenue,WAS,DC,20001,US,LEED v4 BD+C: NC,47,Certified,2024-05-17,Yes,297113.0,Multi-Family Residential: Apartment
1000133544,555 Penn,WAS,DC,20001,US,LEED v4 BD+C: NC,64,Gold,2024-04-11,Yes,432000.0,Core Learning Space: College/University
1000133563,CONF,CON,MAD,0,ES,LEED v4 BD+C: NC,62,Gold,2024-11-12,Yes,1388.0,CONF
1000133578,New England Biolabs GE,IPS,MA,1938,US,LEED v4 BD+C: NC,43,Certified,2024-08-19,Yes,115607.0,Laboratory
1000133724,Guangdong Huaxing Bank Guangzhou Branch,GUA,GUA,510655,CN,LEED v4 BD+C: NC,61,Gold,2024-08-22,Yes,57616.0,Office: Financial
1000133757,Chabot Library & Learning Connection,HAY,CA,94545,US,LEED v4 BD+C: NC,60,Gold,2024-12-17,Yes,62455.0,Core Learning Space: College/University
1000133767,FARMACIA 12,MAD,MAD,28004,ES,LEED v4 BD+C: NC,63,Gold,2024-12-09,Yes,1444.0,Multi-Family Residential: Apartment
1000133807,USU Moab Academic Building,MOA,UT,84532,US,LEED v4 BD+C: NC,56,Silver,2024-01-24,Yes,22657.0,Core Learning Space: College/University
1000133851,The Grant,CON,CA,94520,US,LEED v4 BD+C: NC,50,Silver,2024-07-10,Yes,188922.0,Multi-Family Residential: Apartment
1000133893,Capitol Rose - 1732 15th Street NW,WAS,DC,20009,US,LEED v4 BD+C: NC,60,Gold,2024-09-05,Yes,147440.0,Multi-Family Residential: Apartment
1000134053,Palazzo Comunale di Ovindoli,OVI,AQ,67046,IT,LEED v4 BD+C: NC,61,Gold,2024-07-31,Yes,760.0,Office: Government
1000134167,Batiment administratif MRC 142 Dufferin,GRA,QC,0,CA,LEED v4 BD+C: NC,64,Gold,2024-03-20,Yes,2762.0,Office: Government
1000134194,UCSF Bayfront Medical Building,SF,CA,94158,US,LEED v4 BD+C: NC,65,Gold,2024-12-11,Yes,185900.0,Healthcare: Clinic/Other Outpatient
1000134207,UNLV Medical Education Building,LV,NV,89106,US,LEED v4 BD+C: NC,55,Silver,2024-05-10,Yes,129000.0,Core Learning Space: College/University
1000134217,CONF,CON,LA,0,US,LEED v4 BD+C: NC,61,Gold,2024-09-09,Yes,63256.0,CONF
1000134223,WWCC Applied Technology Building,SAL,MD,21804,US,LEED v4.1 BD+C: NC,50,Silver,2024-04-30,Yes,49525.0,Core Learning Space: College/University
1000134257,Memorial Cancer Institute,PP,FL,33026,US,LEED v4 BD+C: NC,42,Certified,2024-11-18,Yes,114000.0,Healthcare: Clinic/Other Outpatient
1000134580,250 Brannan,SF,CA,94107,US,LEED v4.1 O+M: EB,66,Gold,2024-07-31,Yes,100850.0,Office: Administrative/Professional
1000135296,USCG AIR STA VENTURA ADMIN/BERTHING,PMNAS,CA,93041,US,LEED v4 BD+C: NC,50,Silver,2024-12-10,Yes,12216.0,Airport: Office
1000135406,Asheville Public Safety Station,ASH,NC,28801,US,LEED v4 BD+C: NC,64,Gold,2024-05-07,Yes,21831.0,Public Order and Safety: Fire/Police Station
1000135819,Market Terminal D,WAS,DC,20002,US,LEED v4 BD+C: NC,51,Silver,2024-03-08,Yes,161134.0,Multi-Family Residential: Apartment
1000135850,Ohio State University Lacrosse Stadium,COL,OH,43210,US,LEED v4 BD+C: NC,40,Certified,2024-08-06,Yes,15599.0,Public Assembly: Stadium/Arena
1000136120,Cascade Learning Resource Center,EVE,WA,98201,US,LEED v4 BD+C: NC,53,Silver,2024-01-25,Yes,65551.0,Core Learning Space: College/University
1000136570,LIGO Exploration Center,RIC,WA,99352,US,LEED v4 BD+C: NC,50,Silver,2024-01-17,Yes,14052.0,Public Assembly: Museum
1000136602,DCMC North - MOB,AUS,TX,78717,US,LEED v4 BD+C: NC,51,Silver,2024-01-03,Yes,60000.0,Healthcare: Outpatient Office (Diagnostic)
1000136633,Avalon Brighton,BRI,MA,2135,US,LEED v4 BD+C: NC,61,Gold,2024-07-26,Yes,190000.0,Multi-Family Residential: Lowrise
1000136717,Cleveland Public Library - Hough Branch,CLE,OH,44103,US,LEED v4 BD+C: NC,52,Silver,2024-08-16,Yes,8000.0,Public Assembly: Library
1000136737,"U of Arizona, Chemistry Building",TUC,AZ,85719,US,LEED v4 BD+C: NC,54,Silver,2024-02-21,Yes,89458.0,Core Learning Space: College/University
1000136780,VISTA,FAI,VA,22030,US,LEED v4 BD+C: NC,48,Certified,2024-02-27,Yes,238527.0,Multi-Family Residential: Apartment
1000136936,Paul Hall,NO,LA,70118,US,LEED v4 BD+C: NC,63,Gold,2024-10-09,Yes,69200.0,Core Learning Space: College/University
1000137014,NPAA Chattanooga,CHA,TN,37406,US,LEED v4.1 BD+C: NC,43,Certified,2025-03-11,Yes,52465.0,Industrial Manufacturing
1000137042,Reuben Hoar Public Library,LIT,MA,1460,US,LEED v4 BD+C: NC,41,Certified,2024-10-29,Yes,23448.0,Public Assembly: Library
1000137080,Rice University Hanszen College,HOU,TX,77005,US,LEED v4 BD+C: NC,61,Gold,2024-05-30,Yes,55930.0,Lodging: Dormitory
1000137090,citizenM Hotel Boston Back Bay,BOS,MA,2115,US,LEED v4 BD+C: NC,63,Gold,2024-12-23,Yes,151700.0,"Lodging: Hotel/Motel/Resort, Full Service"
1000137173,WSSB Life Skills Training Center,VAN,WA,98661,US,LEED v4.1 BD+C: NC,68,Gold,2024-04-29,Yes,11569.0,Lodging: Other lodging
1000137231,Fort Collins East Park Maint. Facility,FC,CO,80525,US,LEED v4.1 BD+C: NC,64,Gold,2024-02-26,Yes,6500.0,Other
1000137271,COSD Youth Transition Campus - Housing,SD,CA,92123,US,LEED v4 BD+C: NC,67,Gold,2024-02-05,Yes,10800.0,Public Order and Safety: Other Public Order
1000137293,Catholic Univ - Conway School of Nursing,WAS,DC,20064,US,LEED v4 BD+C: NC,61,Gold,2024-09-19,Yes,101500.0,Core Learning Space: College/University
1000137597,"Student Accomodation, via Serlio",BOL,BO,40128,IT,LEED v4 BD+C: NC,67,Gold,2024-08-16,Yes,17740.0,Lodging: Dormitory
1000137664,St. Thomas Schoenecker Center,SP,MN,55105,US,LEED v4 BD+C: NC,63,Gold,2024-08-02,Yes,130113.0,Core Learning Space: College/University
1000137691,USM McGoldrick Center,POR,ME,4101,US,LEED v4 BD+C: NC,64,Gold,2024-05-29,Yes,41100.0,Office: Administrative/Professional
1000137827,First Security Bank Bozeman,BOZ,MT,59718,US,LEED v4 BD+C: NC,61,Gold,2024-01-23,Yes,11356.0,Office: Financial
1000137891,CONF,CON,RM,0,IT,LEED v4 BD+C: NC,60,Gold,2024-11-26,Yes,2884.0,CONF
1000137948,Drosdick Hall,VIL,PA,19085,US,LEED v4 BD+C: NC,52,Silver,2024-09-16,Yes,157130.0,Laboratory
1000137966,Emergency Operations Center,HOU,TX,0,US,LEED v4 BD+C: NC,53,Silver,2024-11-19,Yes,16446.0,Office: Government
1000137971,MIT W51 Burton-Conner,CAM,MA,2139,US,LEED v4 BD+C: NC,60,Gold,2024-06-25,Yes,162579.0,Core Learning Space: College/University
1000138066,CAMPUS ARRUPE,MAD,MAD,28036,ES,LEED v4 BD+C: NC,66,Gold,2025-02-18,Yes,5480.0,Core Learning Space: College/University
1000138238,Intuit Dome,ING,CA,90303,US,LEED v4 BD+C: NC,92,Platinum,2024-07-12,Yes,1179653.0,Public Assembly: Recreation
1000138271,CONF,CON,TO,0,IT,LEED v4 BD+C: NC,86,Platinum,2024-01-31,Yes,10894.0,CONF
1000138362,EPEC Operations & Safety Training Center,EP,TX,79938,US,LEED v4 BD+C: NC,45,Certified,2024-04-23,Yes,13615.0,Core Learning Space: Other classroom education
1000138377,Lakeshore - 18111 Von Karman,IRV,CA,92612,US,LEED v4 O+M: EB,69,Gold,2024-09-06,Yes,247504.0,Office: Administrative/Professional
1000138378,UO HWTP Building B&C,EUG,OR,97401,US,LEED v4 BD+C: NC,60,Gold,2024-02-27,Yes,281647.0,Lodging: Dormitory
1000138407,Lakeshore - 18101 Von Karman,IRV,CA,92612,US,LEED v4 O+M: EB,61,Gold,2024-09-06,Yes,424108.0,Office: Administrative/Professional
1000138421,Lakeshore - 18191 Von Karman,IRV,CA,92612,US,LEED v4 O+M: EB,61,Gold,2024-09-06,Yes,139700.0,Office: Administrative/Professional
1000138455,CONF,CON,NY,0,US,LEED v4 BD+C: NC,52,Silver,2024-02-07,Yes,75000.0,CONF
1000138714,Mill River Whittingham Discovery Center,SC,CT,6901,US,LEED v4 BD+C: NC,82,Platinum,2024-10-30,Yes,7889.0,Other
1000138941,Fort Lupton Readiness Center Motor Pool,FL,CO,80621,US,LEED v4 BD+C: NC,45,Certified,2024-08-13,Yes,20000.0,Office: Government
1000138955,VDMA Ft. Barfoot 561 JFHQ Conversion,BLA,VA,23824,US,LEED v4 BD+C: NC,50,Silver,2024-12-05,Yes,30240.0,Office: Government
1000138985,LLNL B321-G - Manufacturing Building,LIV,CA,94551,US,LEED v4 BD+C: NC,40,Certified,2024-04-08,Yes,11257.0,Laboratory
1000138995,LLNL B310 - New NDE Building,LIV,CA,94551,US,LEED v4 BD+C: NC,41,Certified,2024-05-06,Yes,12122.0,Laboratory
1000139011,HERE Pittsburgh,PIT,PA,15213,US,LEED v4 BD+C: NC,43,Certified,2024-10-04,Yes,403557.0,Multi-Family Residential: Apartment
1000139014,Joint Forces Headquarters - BNGC,FRA,KY,40601,US,LEED v4 BD+C: NC,60,Gold,2024-12-23,Yes,63784.0,Office: Government
1000139227,PortMiami Cruise Terminal F 2.0,MIA,FL,33132,US,LEED v4 BD+C: NC,52,Silver,2024-02-29,Yes,142882.0,Public Assembly: Other Assembly
1000139250,NIKE 4th Phase ASRS Project,TAI,JIA,215400,CN,LEED v4 BD+C: NC,63,Gold,2024-08-02,Yes,127886.0,Warehouse: Nonrefrigerated Distribution/Shipping
1000139455,CONF,CON,IL,0,US,LEED v4 BD+C: NC,50,Silver,2024-09-05,Yes,190000.0,CONF
1000139488,SDSU - Second Stage,SD,CA,92182,US,LEED v4 BD+C: NC,50,Silver,2024-12-16,Yes,14687.0,Core Learning Space: College/University
1000139639,Veterinary Specialty Center,BAN,IL,60015,US,LEED v4 BD+C: NC,51,Silver,2024-02-15,Yes,78045.0,Healthcare: Clinic/Other Outpatient
1000139692,Quinnipiac University Wellness Center,HAM,CT,6518,US,LEED v4 BD+C: NC,61,Gold,2024-02-13,Yes,56000.0,Other
1000139734,UW Tacoma Milgard Hall,TAC,WA,98402,US,LEED v4 BD+C: NC,72,Gold,2024-04-11,Yes,51602.0,Core Learning Space: College/University
1000139763,Building 48 Modernization,LAK,CO,80225,US,LEED v4 BD+C: NC,70,Gold,2024-11-15,Yes,153499.0,Office: Government
1000139828,Museum of Solutions,MUM,MAH,400013,IN,LEED v4.1 BD+C: NC,63,Gold,2025-07-02,Yes,5300.0,Public Assembly: Museum
1000139880,The Cape on Kiawah,KI,SC,29455,US,LEED v4 BD+C: NC,61,Gold,2024-12-04,Yes,177488.0,Multi-Family Residential: Condominium
1000139883,Espace citoyen des Confluents,LAV,QC,0,CA,LEED v4 BD+C: NC,64,Gold,2024-11-06,Yes,5206.0,Public Assembly: Other Assembly
1000139971,Skye on 6th,PHO,AZ,85004,US,LEED v4 BD+C: NC,56,Silver,2024-12-16,Yes,262766.0,Multi-Family Residential: Apartment
1000140123,VIMS - The Acuff Center for Aquaculture,GP,VA,23062,US,LEED v4 BD+C: NC,50,Silver,2024-05-19,Yes,18273.0,Laboratory
1000140452,"Walter Dods, Jr. RISE Center",HON,HI,96822,US,LEED v4 BD+C: NC,63,Gold,2024-12-06,Yes,113972.0,Lodging: Dormitory
1000140846,Caradosso 16,MIL,MI,20123,IT,LEED v4 BD+C: NC,69,Gold,2024-04-11,Yes,4620.0,Office: Financial
1000140908,EXP Northeastern University,BOS,MA,2118,US,LEED v4 BD+C: NC,86,Platinum,2024-08-30,Yes,357100.0,Core Learning Space: College/University
1000140934,Premier Meat Building Expansion,VAU,QC,0,CA,LEED v4 BD+C: NC,44,Certified,2024-09-04,Yes,5557.0,Industrial Manufacturing
1000140975,Mayo Hall Renovation and Addition,VAL,CA,94590,US,LEED v4 BD+C: NC,61,Gold,2024-02-16,Yes,24573.0,Office: Other Office
1000141120,CEU-FAC. HUMANIDADES Y CC. COMUNICACION,MAD,MAD,28001,ES,LEED v4 BD+C: NC,60,Gold,2024-07-17,Yes,7314.0,Core Learning Space: College/University
1000141174,Urban Balcony Cluster 2 C-4 Plot Project,JIN,SHA,250000,CN,LEED v4 BD+C: NC,67,Gold,2024-01-22,Yes,69385.0,Office: Government
1000141220,UMass Chan Medical School - NERB,WOR,MA,1655,US,LEED v4 BD+C: NC,65,Gold,2024-12-18,Yes,351787.0,Laboratory
1000141516,1898 S. Flatiron Ct.,BOU,CO,80301,US,LEED v4.1 O+M: EB,40,Certified,2024-01-22,Yes,41377.0,Industrial Manufacturing
1000141892,Student Health and Wellness Center,TAM,FL,33620,US,LEED v4 BD+C: NC,50,Silver,2024-11-18,Yes,50615.0,Core Learning Space: College/University
1000141900,UC IRVINE CENTER FOR ADVANCED CARE,IRV,CA,92612,US,LEED v4 BD+C: NC,85,Platinum,2024-11-07,Yes,172000.0,Healthcare: Clinic/Other Outpatient
1000141951,CONF,CON,QRO,0,MX,LEED v4 BD+C: NC,63,Gold,2024-07-25,Yes,6435.0,CONF
1000141978,Michigan Tech H-STEM Building,HOU,MI,49931,US,LEED v4 BD+C: NC,62,Gold,2024-11-01,Yes,65000.0,Core Learning Space: College/University
1000142002,Labriola Innovation Complex,GOL,CO,80401,US,LEED v4 BD+C: NC,61,Gold,2024-11-27,Yes,37260.0,Core Learning Space: College/University
1000142005,AECQ Integrated Workshop,CHO,CHO,401139,CN,LEED v4 BD+C: NC,62,Gold,2024-03-06,Yes,120220.0,Industrial Manufacturing
1000142019,The Edison,REN,NV,89512,US,LEED v4 BD+C: NC,60,Gold,2024-08-14,Yes,174100.0,Multi-Family Residential: Apartment
1000142252,PG&E Davis T-Line,DAV,CA,95616,US,LEED v4 BD+C: NC,67,Gold,2024-07-22,Yes,13500.0,Other
1000142532,HEIDENHAIN HEADQUARTER,MIL,MI,20128,IT,LEED v4 BD+C: NC,86,Platinum,2024-11-27,Yes,4648.0,Office: Mixed-Use
1000142605,La Puente Enhanced One Stop Center,LP,CA,91744,US,LEED v4 BD+C: NC,52,Silver,2024-09-09,Yes,6895.0,Office: Government
1000142644,CONF,CON,FL,0,US,LEED v4 BD+C: NC,44,Certified,2024-01-29,Yes,145000.0,CONF
1000142702,Tampa Convention Center,TAM,FL,32789,US,LEED v4.1 O+M: EB,53,Silver,2025-02-21,Yes,560893.0,Public Assembly: Convention Center
1000142772,303 Baldwin Avenue,SM,CA,94401,US,LEED v4 BD+C: NC,61,Gold,2024-09-11,Yes,127742.0,Office: Other Office
1000142917,CONF,CON,KS,0,US,LEED v4 BD+C: NC,52,Silver,2024-04-26,Yes,37180.0,CONF
1000142962,E. S. Witchger School of Engineering,IND,IN,46222,US,LEED v4 BD+C: NC,50,Silver,2024-05-25,Yes,60603.0,Core Learning Space: College/University
1000143027,Fountain Square One,RES,VA,20190,US,LEED v4.1 O+M: EB,54,Silver,2025-07-17,Yes,264928.0,Office: Administrative/Professional
1000143029,Fountain Square Two,RES,VA,20190,US,LEED v4.1 O+M: EB,57,Silver,2025-07-17,Yes,303058.0,Office: Administrative/Professional
1000143040,KP BELLFLOWER RAD ONC & IMAGING,BEL,CA,90706,US,LEED v4 BD+C: NC,63,Gold,2024-06-12,Yes,33316.0,Healthcare: Outpatient Office (Diagnostic)
1000143110,Raumplus wuxi new office building,WUX,JIA,200001,CN,LEED v4 BD+C: NC,61,Gold,2024-01-08,Yes,11232.0,Industrial Manufacturing
1000143114,Boston Engine No. 17,BOS,MA,2122,US,LEED v4 BD+C: NC,51,Silver,2024-11-26,Yes,21396.0,Public Order and Safety: Fire/Police Station
1000143188,Sumner Square,WAS,DC,20036,US,LEED v4.1 O+M: EB,60,Gold,2025-04-04,Yes,228520.0,Office: Administrative/Professional
1000143276,CONF,CON,NJ,0,US,LEED v4 O+M: EB,45,Certified,2024-08-02,Yes,41035.0,CONF
1000143367,Kingstowne Center T,ALE,VA,22315,US,LEED v4.1 O+M: EB,70,Gold,2025-04-04,Yes,160152.0,Office: Administrative/Professional
1000143369,Discovery Square I,RES,VA,20190,US,LEED v4.1 O+M: EB,65,Gold,2024-11-18,Yes,188437.0,Office: Administrative/Professional
1000143373,Reston Overlook I,RES,VA,20190,US,LEED v4.1 O+M: EB,72,Gold,2024-11-18,Yes,345393.0,Office: Administrative/Professional
1000143375,Reston Overlook II,RES,VA,20190,US,LEED v4.1 O+M: EB,66,Gold,2024-04-12,Yes,140822.0,Office: Administrative/Professional
1000143390,Kingstowne Center K,ALE,VA,22315,US,LEED v4.1 O+M: EB,67,Gold,2025-04-04,Yes,162029.0,Office: Administrative/Professional
1000143392,Discovery Square II,RES,VA,20190,US,LEED v4.1 O+M: EB,60,Gold,2024-11-18,Yes,199518.0,Office: Administrative/Professional
1000143491,Brightview Hunt Valley Towne Centre,COC,MD,21030,US,LEED v4 BD+C: NC,60,Gold,2024-09-04,Yes,204718.0,Multi-Family Residential: Apartment
1000143497,MAPAL India Private Limited,COI,TN,641659,IN,LEED v4.1 BD+C: NC,86,Platinum,2024-05-02,Yes,1741.0,Office: Administrative/Professional
1000143561,B340s Renovation,FC,CA,94404,US,LEED v4 BD+C: NC,53,Silver,2024-07-22,Yes,63143.0,Laboratory
1000143575,UCR SOM Education Building II,RIV,CA,92507,US,LEED v4 BD+C: NC,81,Platinum,2024-12-23,Yes,95476.0,Core Learning Space: College/University
1000143656,Fire Station No. 5,SAS,SK,0,CA,LEED v4 BD+C: NC,49,Certified,2024-05-21,Yes,916.0,Public Order and Safety: Fire/Police Station
1000143724,"Extra Space Storage - Kenmore, NY",KEN,NY,14216,US,LEED v4 BD+C: NC,58,Silver,2024-05-10,Yes,83118.0,Warehouse: Self Storage Units
1000143963,CONF,CON,RM,0,IT,LEED v4 BD+C: NC,64,Gold,2024-05-15,Yes,6483.0,CONF
1000143974,Global Home of the PGA TOUR,PVB,FL,32082,US,LEED v4 BD+C: NC,60,Gold,2024-10-09,Yes,203052.0,Office: Administrative/Professional
1000144301,Des Moines University West,WDM,IA,50266,US,LEED v4 BD+C: NC,55,Silver,2024-03-25,Yes,381982.0,Core Learning Space: College/University
1000144336,Nucor - BB Mill Building,BRA,KY,40108,US,LEED v4 BD+C: NC,50,Silver,2024-06-03,Yes,1452800.0,Industrial Manufacturing
1000144452,CONF,CON,SP,0,BR,LEED v4.1 O+M: EB,64,Gold,2024-04-29,Yes,68826.0,CONF
1000144834,White Fence Farm Clubhouse,LAK,CO,80232,US,LEED v4 BD+C: NC,61,Gold,2024-07-25,Yes,7122.0,Other
1000144850,Sumter County Rest Area - Southbound,BUS,FL,33513,US,LEED v4 BD+C: NC,42,Certified,2024-12-19,Yes,9100.0,Public Assembly: Other Assembly
1000144861,Southeastern Live Well Center,SD,CA,92114,US,LEED v4 BD+C: NC,61,Gold,2024-09-25,Yes,65100.0,Office: Government
1000144941,archimania's Office,MEM,TN,38104,US,LEED v4.1 O+M: EB,86,Platinum,2024-04-17,Yes,7444.0,Office: Administrative/Professional
1000145380,Hogg Memorial Auditorium Major Reno,AUS,TX,78712,US,LEED v4 BD+C: NC,84,Platinum,2024-06-04,Yes,29406.0,Public Assembly: Entertainment
1000145433,Casa Heribert Pons,BAR,BCN,8007,ES,LEED v4 BD+C: NC,60,Gold,2024-12-12,Yes,68790.0,Office: Administrative/Professional
1000145484,MAGNET Headquarters,CLE,OH,44103,US,LEED v4 BD+C: NC,51,Silver,2024-03-27,Yes,56500.0,Office: Other Office
1000145703,KOA Corporate Headquarters,BIL,MT,59101,US,LEED v4 BD+C: NC,63,Gold,2024-03-11,Yes,34040.0,Office: Administrative/Professional
1000145818,CONF,CON,SD,0,US,LEED v4 BD+C: NC,57,Silver,2024-01-08,Yes,17274.0,CONF
1000145825,CONF,CON,CO,0,US,LEED v4 BD+C: NC,60,Gold,2024-01-08,Yes,50572.0,CONF
1000145826,CONF,CON,CO,0,US,LEED v4 BD+C: NC,60,Gold,2024-01-08,Yes,4190.0,CONF
1000145930,Aspen Distillery,PC,CO,81621,US,LEED v4 BD+C: NC,86,Platinum,2024-07-10,Yes,5500.0,Other
1000146094,Gallery Building at Basalt River Park,BAS,CO,81621,US,LEED v4.1 BD+C: NC,42,Certified,2025-05-29,Yes,26470.0,Other
1000146237,MASERGRUP LEED CORPORATE BUILDING,REU,TAR,43206,ES,LEED v4 BD+C: NC,63,Gold,2024-01-05,Yes,8310.0,Warehouse: General
1000146607,CONF,CON,GUA,0,CN,LEED v4 BD+C: NC,66,Gold,2024-02-05,Yes,38135.0,CONF
1000146609,CONF,CON,GUA,0,CN,LEED v4 BD+C: NC,65,Gold,2024-01-25,Yes,21200.0,CONF
1000146947,Kansas City Streetcar VMF,KC,MO,64106,US,LEED v4 BD+C: NC,65,Gold,2024-10-15,Yes,31268.0,Other
1000146948,Kansas City Streetcar Annex,KC,MO,64106,US,LEED v4 BD+C: NC,70,Gold,2024-10-15,Yes,6100.0,Other
1000146956,Studentato Moretta Cesana,TUR,TO,10139,IT,LEED v4 BD+C: NC,67,Gold,2024-02-06,Yes,20043.0,Lodging: Dormitory
1000146998,Berea College CMIT Building,BER,KY,40404,US,LEED v4 BD+C: NC,53,Silver,2024-08-14,Yes,48761.0,Core Learning Space: College/University
1000147133,EVC Language Arts Building,SJ,CA,95135,US,LEED v4 BD+C: NC,64,Gold,2024-06-24,Yes,48187.0,Core Learning Space: College/University
1000147188,Merriam Plaza Library,MER,KS,66202,US,LEED v4 BD+C: NC,54,Silver,2024-08-06,Yes,15000.0,Public Assembly: Library
1000147195,Weathervane Health and Wellness Center,BOU,CO,80303,US,LEED v4 BD+C: NC,54,Silver,2024-10-15,Yes,6779.0,Public Assembly: Recreation
1000147228,SMU Frances Anne Moody Hall,UP,TX,75205,US,LEED v4 BD+C: NC,42,Certified,2024-03-20,Yes,52768.0,Core Learning Space: College/University
1000147248,First Security Bank Missoula,MIS,MT,59801,US,LEED v4 BD+C: NC,54,Silver,2024-12-19,Yes,41785.0,Office: Financial
1000147424,Sparrow Emergency Center Okemos,OKE,MI,48864,US,LEED v4 BD+C: NC,42,Certified,2024-02-20,Yes,32000.0,Healthcare: Outpatient Office (Diagnostic)
1000147553,Fulton County Animal Services Facility,ATL,GA,30318,US,LEED v4 BD+C: NC,44,Certified,2024-07-30,Yes,55514.0,Office: Government
1000147707,Command Control Smart Governance Centre,CHE,TN,600003,IN,LEED v4 BD+C: NC,88,Platinum,2024-09-16,Yes,5254.0,Office: Government
1000147853,Haiyin Square-Changchun,CHA,N/A,130028,CN,LEED v4.1 O+M: EB,81,Platinum,2024-03-13,Yes,115483.0,Office: Mixed-Use
1000147940,New Spokane Valley Library,SV,WA,99206,US,LEED v4 BD+C: NC,57,Silver,2024-02-12,Yes,27449.0,Public Assembly: Library
1000147982,Vero at Novus,TEM,AZ,85281,US,LEED v4 BD+C: NC,52,Silver,2024-11-18,Yes,144565.0,Multi-Family Residential: Condominium
1000148043,Siege Social Equipe Laurence,SAI,QC,0,CA,LEED v4 BD+C: NC,50,Silver,2024-10-11,Yes,1835.0,Office: Mixed-Use
1000148068,PeaceHealth Lynden Clinic,LYN,WA,98264,US,LEED v4 BD+C: NC,56,Silver,2024-11-08,Yes,24393.0,Healthcare: Clinic/Other Outpatient
1000148363,CONF,CON,AZ,0,US,LEED v4 BD+C: NC,50,Silver,2024-02-12,Yes,85470.0,CONF
1000148491,Alibaba Xuhui Binjiang Park D,SHA,N/A,200040,CN,LEED v4 BD+C: NC,64,Gold,2024-08-13,Yes,40720.0,Office: Mixed-Use
1000148722,Project Storm,TON,KS,66086,US,LEED v4 BD+C: NC,62,Gold,2024-06-20,Yes,368971.0,Industrial Manufacturing
1000148837,1910 Alton Road,MB,FL,33139,US,LEED v4 BD+C: NC,50,Silver,2024-09-20,Yes,15867.0,Office: Mixed-Use
1000148852,Charlotte J. Burrie Civic Center,PB,FL,33064,US,LEED v4.1 O+M: EB,62,Gold,2025-07-28,Yes,8712.0,Public Assembly: Other Assembly
1000149377,Sede Sicredi Dexis,MAR,PR,0,BR,LEED v4 BD+C: NC,89,Platinum,2024-07-12,Yes,11035.0,Office: Administrative/Professional
