Project_Id,Location_Id,ProjectName,GrossFloorAreaSqm,ProjectTypes,IsCertified
1000184275,1072,Pacific Tower,44350.0,Office: Mixed-Use,Yes
1000184297,1073,110 East 59th Street,45942.48,Office: Administrative/Professional,Yes
1000184318,1074,Estidama Mosque,482.0,Religious Worship,Yes
1000184351,1075,Fulvio Testi 250,13426.0,Office: Other Office,Yes
1000184430,1076,"TCI Express Limited, Pune",12325.53,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000184434,1077,DragonCor Foshan Lubao Logistics Park W1,19770.0,Warehouse: General,Yes
1000184436,1078,DragonCor Foshan Lubao Logistics Park W2,19770.0,Warehouse: General,Yes
1000184438,1079,DragonCor Foshan Lubao Logistics Park W3,19770.0,Warehouse: General,Yes
1000184440,1080,DragonCor Foshan Lubao Logistics Park W4,40136.0,Warehouse: General,Yes
1000184442,1081,DragonCor Foshan Lubao Logistics Park W5,40287.0,Warehouse: General,Yes
1000184465,1082,Zero Latency,287.0,Other,Yes
1000184482,1083,AIRBUS CHINA OFFICE BUILDING,18558.0,Office: Mixed-Use,Yes
1000184500,1084,FERRER INTERQUIM,4188.0,Office: Administrative/Professional,Yes
1000184578,1085,MERLIN PROPERTIES CRISTALIA 1,13084.0,Office: Other Office,Yes
1000184579,1086,Recertification - Encinar,3785.0,Office: Other Office,Yes
1000184716,1087,Beijing Oriental Plaza,403045.0,Office: Mixed-Use,Yes
1000184797,1088,CONF,2999.0,CONF,Yes
1000184810,1089,333 Ellington,23325.53,Multi-Family Residential: Apartment,Yes
1000184927,1090,Via del Lauro 7,7951.5,Office: Administrative/Professional,Yes
1000184964,1091,SOTATECH,639.54,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000184985,1092,CNOOC Plaza,113500.0,Office: Administrative/Professional,Yes
1000185075,1093,Bundang First Tower,40295.0,Office: Mixed-Use,Yes
1000185152,1094,CONF,16443.83,CONF,Yes
1000185177,1095,Elixrr Industries Pvt. Ltd.,13470.94,Industrial Manufacturing,Yes
1000185359,1096,MERCK NANTONG ADMIN BUILDING,2477.0,Office: Administrative/Professional,Yes
1000185366,1097,CONF,38120.05,CONF,Yes
1000185368,1098,CONF,5628.16,CONF,Yes
1000185375,1099,DCEC Testing Center Building,13700.0,Office: Mixed-Use,Yes
1000185377,1100,CONF,20907.0,CONF,Yes
1000185379,1101,PRESTIGE CYBER TOWER,38656.94,Office: Administrative/Professional,Yes
1000185382,1102,LAGAR H,982.0,Industrial Manufacturing,Yes
1000185400,1103,Condominio Torre Almirante,50949.05,Office: Administrative/Professional,Yes
1000185402,1104,DMart Bhayli Vadodara,5717.06,Retail: Convenience Store,Yes
1000185422,1105,Dmart Belapur,8859.0,Retail: Other Retail,Yes
1000185439,1106,Dmart Badlapur 2,5673.0,Retail: Other Retail,Yes
1000185458,1107,Galeria Laguna,937.0,Other,Yes
1000185476,1108,Recertification - Diagonal 199,6102.0,Office: Other Office,Yes
1000185480,1109,Dmart Tirupur,5368.0,Retail: Other Retail,Yes
1000185482,1110,Dmart Hosur,8251.0,Retail: Other Retail,Yes
1000185484,1111,Dmart Sulur,5022.0,Retail: Other Retail,Yes
1000185486,1112,Dmart Avaniyapuram Madhurai,7014.0,Retail: Other Retail,Yes
1000185488,1113,Dmart Trichy Airport Road,2172.0,Retail: Other Retail,Yes
1000185490,1114,Dmart Kiwale,4973.0,Retail: Other Retail,Yes
1000185494,1115,Dmart Kanadia,6872.0,Retail: Other Retail,Yes
1000185497,1116,Dmart Rajnandgaon,3366.0,Retail: Other Retail,Yes
1000185499,1117,Dmart Charoda bhilai,6417.0,Retail: Other Retail,Yes
1000185501,1118,Dmart Yavatmal,3540.0,Retail: Other Retail,Yes
1000185507,1119,MRK Healthcare Existing Factory Building,4645.0,Industrial Manufacturing,Yes
1000185537,1120,MEHMETCIK VAKFI ETIMESGUT,268.0,Service: Other Service,Yes
1000185539,1121,GUZEL ENERJI MACUNKOY,114.0,Service: Other Service,Yes
1000185542,1122,GUZEL ENERJI MURATPASA,170.3,Service: Other Service,Yes
1000185544,1123,GUZEL ENERJI ALTUNIZADE,104.0,Service: Other Service,Yes
1000185546,1124,GUZEL ENERJI BAKIRKOY,219.0,Service: Other Service,Yes
1000185548,1125,GUZEL ENERJI ATAKENT,862.0,Service: Other Service,Yes
1000185550,1126,GUZEL ENERJI BOSTANCI,100.0,Service: Other Service,Yes
1000185552,1127,GUZEL ENERJI TUYAP,100.0,Service: Other Service,Yes
1000185555,1128,MEHMETCIK VAKFI YENISEHIR,600.0,Service: Other Service,Yes
1000185557,1129,GUZEL ENERJI ORTAKENT,153.0,Service: Other Service,Yes
1000185559,1130,GUZEL ENERJI ORDU,148.0,Service: Other Service,Yes
1000185579,1131,DMart Doddaballapur,6568.06,Retail: Convenience Store,Yes
1000185581,1132,DMart Palanpur,5235.08,Retail: Convenience Store,Yes
1000185587,1133,DMart Attavar Mangalore,7937.07,Retail: Convenience Store,Yes
1000185596,1134,DMart Nava Naroda,13290.15,Retail: Convenience Store,Yes
1000185620,1135,DMart Bharuch,6460.75,Retail: Convenience Store,Yes
1000185624,1136,DMart Surendra Nagar Gujarat,4261.74,Retail: Convenience Store,Yes
1000185628,1137,BODIO H,2059.92,Office: Mixed-Use,Yes
1000185634,1138,Universal American School-Cafeteria Bldg,3185.92,Retail: Restaurant/Cafeteria,Yes
1000185681,1139,Kerry Centre,47482.0,Office: Mixed-Use,Yes
1000185900,1140,9720 Wilshire Blvd,5236.76,Office: Administrative/Professional,Yes
1000185976,1141,Palazzo Biandra',13314.0,Office: Administrative/Professional,Yes
1000185977,1142,1133 15th Street Recertification,21514.57,Office: Mixed-Use,Yes
1000186024,1143,Jindal Stainless Limited,6038.7,Office: Mixed-Use,Yes
1000186043,1144,WERT Sede,547.0,Office: Mixed-Use,Yes
1000186055,1145,CONF,4111.0,CONF,Yes
1000186057,1146,CONF,6880.0,CONF,Yes
1000186060,1147,CONF,6658.0,CONF,Yes
1000186064,1148,CONF,3886.0,CONF,Yes
1000186069,1149,CONF,6656.0,CONF,Yes
1000186071,1150,CONF,6530.0,CONF,Yes
1000186093,1151,CONF,11382.29,CONF,Yes
1000186117,1152,CONF,13744.0,CONF,Yes
1000186119,1153,Indo Count Industries Ltd.,13405.35,Industrial Manufacturing,Yes
1000186149,1154,Pacific Center,40000.0,Office: Mixed-Use,Yes
1000186159,1155,CONF,7054.03,CONF,Yes
1000186161,1156,CONF,4874.53,CONF,Yes
1000186170,1157,DMart Sirhind Road Patiala,7925.09,Retail: Other Retail,Yes
1000186176,1158,CONF,3643.01,CONF,Yes
1000186180,1159,CONF,5996.61,CONF,Yes
1000186183,1160,ESQUEL GREENTECH & SMART INDUSTRIAL PARK,17256.0,Industrial Manufacturing,Yes
1000186204,1161,West Bradenton Branch,524.16,Office: Financial,Yes
1000186297,1162,BOEHRINGER INGELHEIM SPAIN ECO RECERTIF.,8606.0,Office: Administrative/Professional,Yes
1000186316,1163,Diagonal 579,8585.0,Office: Administrative/Professional,Yes
1000186322,1164,Trane Monterrey - Planta HVAC,11563.54,Industrial Manufacturing,Yes
1000186335,1165,RBC Gateway,88350.75,Office: Mixed-Use,Yes
1000186344,1166,Hilltop Xiuzhou Logistic Center W1,11030.0,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000186360,1167,1333 North Kingsbury,9394.91,Office: Mixed-Use,Yes
1000186397,1168,Ionis - 2850 Gazelle,7176.66,Public Assembly: Convention Center,Yes
1000186401,1169,6828 Nancy Ridge,3914.75,Laboratory,Yes
1000186403,1170,6118 Nancy Ridge,2879.99,Laboratory,Yes
1000186406,1171,6122-6126 Nancy Ridge,6317.4,Laboratory,Yes
1000186473,1172,Indian Designs Exports Pvt Ltd - Unit 9,17593.0,Industrial Manufacturing,Yes
1000186477,1173,CNL Center I,33726.58,Office: Administrative/Professional,Yes
1000186483,1174,CNL Center II,25967.87,Office: Administrative/Professional,Yes
1000186508,1175,Seoul Finance Center,108201.99,Office: Mixed-Use,Yes
1000186510,1176,MERCEDES-BENZ RESEARCH AND DEVELOPMENT,50395.0,Office: Administrative/Professional,Yes
1000186513,1177,Dongguan Ever Gain Logistics WA,3984.0,Warehouse: General,Yes
1000186517,1178,Dongguan Ever Gain Logistics WB,4002.0,Warehouse: General,Yes
1000186519,1179,Dongguan Ever Gain Logistics WC,4704.0,Warehouse: General,Yes
1000186524,1180,Dongguan Ever Gain Logistics WD,5992.0,Warehouse: General,Yes
1000186527,1181,DWTC One Central Offices,159314.25,Office: Administrative/Professional,Yes
1000186536,1182,CONF,4338.0,CONF,Yes
1000186561,1183,Merriweather Row  10480,13809.38,Office: Other Office,Yes
1000186603,1184,Krypton India Solutions Private Limited,5464.74,Office: Other Office,Yes
1000186704,1185,Laboratorios Pfizer DUMAS,10059.17,Office: Administrative/Professional,Yes
1000186845,1186,"Infinitus Plaza, Hong Kong",36850.8,Office: Mixed-Use,Yes
1000186852,1187,Far Eastern Corporate Building,28710.0,Office: Mixed-Use,Yes
1000186926,1188,Hong Leong Plaza & M Social Hotel,72214.0,Other,Yes
1000186928,1189,HLCC Mall,59572.0,Retail: Enclosed Mall,Yes
1000186986,1190,Shui On Plaza,77068.0,Office: Mixed-Use,Yes
1000187091,1191,Shreeji Exim Works LLP,1920.03,Industrial Manufacturing,Yes
1000187136,1192,VX Chengdu Longquan Logistics Park W1,38879.0,Warehouse: Refrigerated,Yes
1000187138,1193,VX Chengdu Longquan Logistics Park W2,28592.0,Warehouse: Refrigerated,Yes
1000187140,1194,VX Chengdu Longquan Logistics Park W3,24138.0,Warehouse: Refrigerated,Yes
1000187144,1195,LLUIS MUNTADAS 5,13553.0,Office: Administrative/Professional,Yes
1000187214,1196,CESC Ltd. - Dum Dum Substation,1011.99,Service: Other Service,Yes
1000187216,1197,CESC Ltd. - East Calcutta Substation,1935.17,Service: Other Service,Yes
1000187218,1198,CESC Ltd. - Jadavpore Substation,1554.92,Service: Other Service,Yes
1000187220,1199,CESC Ltd. - Majerhat Substation,2187.03,Service: Other Service,Yes
1000187222,1200,CESC Ltd. - Mulajore Substation,2926.17,Service: Other Service,Yes
1000187224,1201,CESC Ltd. - New Cossipore Substation,4280.41,Service: Other Service,Yes
1000187231,1202,CESC Ltd. - West Bank Receiving Station,1870.14,Service: Other Service,Yes
1000187233,1203,CHINA MERCHANTS Garden City,153151.0,Retail: Open Shopping Center,Yes
1000187240,1204,Edificio Athenas,7783.0,Office: Administrative/Professional,Yes
1000187379,1205,Meininger Roma,6428.0,"Lodging: Hotel/Motel/Resort, Limited Service",Yes
1000187381,1206,"Al Sila Tower, ADGM Square",60135.0,Office: Mixed-Use,Yes
1000187383,1207,Bagmane Tech Park - Master Site,273386.49,Office: Administrative/Professional,Yes
1000187389,1208,Confeccoes Vanelise,10212.0,Industrial Manufacturing,Yes
1000187450,1209,Hoerbiger New Plant Project,14414.0,Industrial Manufacturing,Yes
1000187456,1210,Hitachi Elevator new test tower H1,15450.0,Industrial Manufacturing,Yes
1000187483,1211,Quest Mall,38090.23,Retail: Enclosed Mall,Yes
1000187486,1212,Radisson Blu Hotel,25914.3,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000187546,1213,Edificio Madison,10101.0,Office: Administrative/Professional,Yes
1000187552,1214,Edificio Bela Paulista,7255.0,Office: Administrative/Professional,Yes
1000187554,1215,Edificio Lagoa Corporate,10967.0,Office: Administrative/Professional,Yes
1000187556,1216,Edificio Botafogo Trade Center,9354.0,Office: Administrative/Professional,Yes
1000187570,1217,INTERNATIONAL OCEAN SFC,56472.37,Office: Mixed-Use,Yes
1000187572,1218,Hilltop Xiuzhou Logistic Center W2,12488.0,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000187585,1219,Buenos Aires Corporate,8056.0,Office: Administrative/Professional,Yes
1000187587,1220,DGARDEN 662 RECERTIFICATION,34242.0,Office: Administrative/Professional,Yes
1000187589,1221,101 Station Landing,15211.47,Office: Administrative/Professional,Yes
1000187604,1222,Edificio Joaquim Floriano,4936.0,Office: Administrative/Professional,Yes
1000187633,1223,DP World Head Office FZE,17555.6,Office: Administrative/Professional,Yes
1000187664,1224,Rui Ming Plaza,35647.0,Office: Mixed-Use,Yes
1000187674,1225,Reforma 222,60587.99,Office: Mixed-Use,Yes
1000187688,1226,Shanghai Beiye Logistics Warehouse,34522.0,Warehouse: General,Yes
1000187690,1227,CONF,17074.08,CONF,Yes
1000187692,1228,CONF,13584.0,CONF,Yes
1000187704,1229,DHL - Jandira,40006.8,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000187708,1230,Hospital Moriah,11104.0,Healthcare: Inpatient,Yes
1000187726,1231,CESC Ltd. - Belur Receiving Station,1552.5,Service: Other Service,Yes
1000187771,1232,3150 Fairview Park Drive,23921.5,Office: Mixed-Use,Yes
1000187845,1233,PRESTIGE OBELISK,11785.86,Office: Administrative/Professional,Yes
1000188028,1234,Comfort Inn & Suites,3993.25,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000188030,1235,"South West Regional Office, CESC Ltd.",3335.22,Office: Administrative/Professional,Yes
1000188050,1236,Pacific Place Mall,109113.0,Retail: Open Shopping Center,Yes
1000188053,1237,Watson Centre,62000.0,Warehouse: Nonrefrigerated Distribution/Shipping,Yes
1000188059,1238,P&G Beijing office expansion,2887.0,Office: Administrative/Professional,Yes
1000188099,1239,SUZHOU PORT BUILDING,75933.0,Office: Administrative/Professional,Yes
1000188123,1240,Seoul Square Recertification,110555.96,Office: Mixed-Use,Yes
1000188130,1241,Air China Century Building,89854.0,Office: Administrative/Professional,Yes
1000188161,1242,Hongwell International Plaza Shanghai,71700.0,Office: Mixed-Use,Yes
1000188196,1243,Queimados Condominio,1157.26,Retail: Restaurant/Cafeteria,Yes
1000188267,1244,Cajamar III Condominio - Office Building,274.0,Office: Mixed-Use,Yes
1000188271,1245,Dutra SP Condominio - Office Building,211.73,Retail: Restaurant/Cafeteria,Yes
1000188308,1246,CONF,114264.0,CONF,Yes
1000188381,1247,Pangyo Techno Valley GB I,26500.86,Office: Mixed-Use,Yes
1000188385,1248,Pangyo Techno Valley GB II,12142.0,Office: Mixed-Use,Yes
1000188387,1249,CENTRE POINT GWANGHWAMUN,29474.0,Office: Mixed-Use,Yes
1000188406,1250,WestChase I,9374.56,Office: Administrative/Professional,Yes
1000188408,1251,WestChase II,10734.76,Office: Administrative/Professional,Yes
1000188424,1252,Dhariwal Infrastructure Limited,2101.0,Office: Administrative/Professional,Yes
1000188592,1253,"Pinkcity Jewelhouse Pvt Ltd, Unit-I",2272.87,Industrial Manufacturing,Yes
1000188614,1254,Cypress Point,19645.27,Office: Mixed-Use,Yes
1000188623,1255,Embassy Golf Links - Pebble Beach,19366.65,Office: Mixed-Use,Yes
1000188759,1256,5200 Waterford,24125.05,Office: Administrative/Professional,Yes
1000188761,1257,5201 Waterford,20428.91,Office: Administrative/Professional,Yes
1000188763,1258,5301 Waterford,20278.22,Office: Administrative/Professional,Yes
1000188860,1259,Shanghai Hongqiao Joy Apartment Project,50970.0,Other,Yes
1000188873,1260,IT10 Chiesi Farmaceutici SPA S. Leonardo,39984.0,Industrial Manufacturing,Yes
1000188874,1261,RELIFE TURIN-NOVARA 59,9095.0,Lodging: Dormitory,Yes
1000188878,1262,RELIFE TURIN-TOLLEGNO 22,4660.0,Lodging: Dormitory,Yes
1000189060,1263,Soho House Istanbul,13870.0,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000189158,1264,Vimodrone Uffici - Edificio A,10996.0,Office: Mixed-Use,Yes
1000189160,1265,Vimodrone Uffici - Edificio B,1580.0,Office: Mixed-Use,Yes
1000189302,1266,2121 K LLC,20242.63,Office: Administrative/Professional,Yes
1000189329,1267,WWT OFFICE,107627.0,Office: Mixed-Use,Yes
1000189336,1268,Project Valley 1,3943.15,Office: Medical (Non-Diagnostic),Yes
1000189338,1269,Project Valley 17,716.74,Office: Medical (Non-Diagnostic),Yes
1000189340,1270,Project Valley 2,3943.15,Office: Medical (Non-Diagnostic),Yes
1000189342,1271,Project Valley 3,3943.15,Office: Medical (Non-Diagnostic),Yes
1000189344,1272,Project Valley 16,33508.22,Office: Medical (Non-Diagnostic),Yes
1000189346,1273,Project Valley 4,5854.6,Office: Medical (Non-Diagnostic),Yes
1000189354,1274,Project Valley 5,19766.0,Office: Medical (Non-Diagnostic),Yes
1000189356,1275,Project Valley 15,9243.0,Multi-Family Residential: Apartment,Yes
1000189358,1276,Project Valley 14,4115.0,Multi-Family Residential: Apartment,Yes
1000189361,1277,Project Valley 6,3523.59,Office: Medical (Non-Diagnostic),Yes
1000189363,1278,Project Valley 7,3945.38,Office: Medical (Non-Diagnostic),Yes
1000189365,1279,Project Valley 13,2747.0,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000189367,1280,Project Valley 8,3945.38,Office: Medical (Non-Diagnostic),Yes
1000189369,1281,Project Valley 12,2513.34,Multi-Family Residential: Apartment,Yes
1000189371,1282,Project Valley 9,5855.32,Office: Medical (Non-Diagnostic),Yes
1000189373,1283,Project Valley 11,6897.66,Multi-Family Residential: Apartment,Yes
1000189375,1284,Project Valley 10,13155.61,Office: Medical (Non-Diagnostic),Yes
1000189430,1285,The Asset,64494.0,Office: Mixed-Use,Yes
1000189515,1286,Residencia Jardines de Eztebe,8000.0,Healthcare: Nursing Home/ Assisted Living,Yes
1000189518,1287,CONF,9321.98,CONF,Yes
1000189522,1288,Five Pacific Place,13507.0,Office: Financial,Yes
1000189669,1289,TATA Smartfoodz Ltd,11116.68,Industrial Manufacturing,Yes
1000189675,1290,ORCHID CENTRE,18328.0,Office: Mixed-Use,Yes
1000189828,1291,KB Life Tower,35431.0,Office: Mixed-Use,Yes
1000190022,1292,TARSIM,5140.0,Office: Mixed-Use,Yes
1000190206,1293,Tata Consumer Products Gopalpur Plant,23946.86,Industrial Manufacturing,Yes
1000190328,1294,CONF,44262.05,CONF,Yes
1000190330,1295,Bagmane Tech Park - Laurel,66965.41,Office: Administrative/Professional,Yes
1000190332,1296,CONF,46604.23,CONF,Yes
1000190334,1297,Bagmane Tech Park - Crown,23118.63,Office: Administrative/Professional,Yes
1000190336,1298,Bagmane Tech Park - Lake View,51604.36,Office: Administrative/Professional,Yes
1000190338,1299,Bagmane Tech Park - Olympia,27560.6,Office: Administrative/Professional,Yes
1000190340,1300,Bagmane Tech Park - Quay,54400.65,Office: Administrative/Professional,Yes
1000190355,1301,Reha Tekstil Tokat LEED,8737.0,Industrial Manufacturing,Yes
1000190462,1302,7 Post Office Square,5968.65,Office: Mixed-Use,Yes
1000190474,1303,22 Vanderbilt,91411.26,Office: Administrative/Professional,Yes
1000190586,1304,KUNTAI TOWER,35428.0,Office: Other Office,Yes
1000190654,1305,CONF,23091.04,CONF,Yes
1000190703,1306,Fiesta Americana Hacienda Galindo Resort,15270.0,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000190794,1307,Lee Garden Three,4017.4,Office: Mixed-Use,Yes
1000190797,1308,Hysan Place,6982.12,Office: Mixed-Use,Yes
1000190804,1309,CONF,5027.0,CONF,Yes
1000190858,1310,Vatika Mindscapes Tower B,25246.0,Office: Mixed-Use,Yes
1000190863,1311,Vatika Business Park - Tower C,16075.0,Office: Mixed-Use,Yes
1000190909,1312,DP World Jafza 15,15560.6,Office: Administrative/Professional,Yes
1000190921,1313,Hengrun Plaza,8503.0,Office: Mixed-Use,Yes
1000190940,1314,SETEKS,3908.0,Other,Yes
1000190943,1315,1667 K Street NW Recertification,20284.91,Office: Administrative/Professional,Yes
1000190998,1316,CONF,6000.0,CONF,Yes
1000191200,1317,Hard Rock Stadium,121246.68,Public Assembly: Stadium/Arena,Yes
1000191262,1318,"Al Sarab Tower, ADGM Square",60135.0,Office: Mixed-Use,Yes
1000191264,1319,"Al Maqam Tower, ADGM Square",74229.6,Office: Mixed-Use,Yes
1000191266,1320,"Al Khatem Tower, ADGM Square",74229.6,Office: Mixed-Use,Yes
1000191289,1321,40 West 25th Street,12655.8,Office: Administrative/Professional,Yes
1000191297,1322,University Center Chicago,65217.91,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000191310,1323,Al Yasmina Academy,24146.94,Core Learning Space: K-12 Elementary/Middle School,Yes
1000191328,1324,G Corp Tech Park Condominium,62834.0,Office: Other Office,Yes
1000191387,1325,Al Muna Academy,5702.0,Core Learning Space: K-12 Elementary/Middle School,Yes
1000191389,1326,Al Mamoura Academy,20485.6,Core Learning Space: K-12 Elementary/Middle School,Yes
1000191391,1327,W Abu Dhabi,68214.0,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000191407,1328,MERLIN PROPERT- CHURRUCA ED.1 SEDE CUNEF,4553.0,Core Learning Space: College/University,Yes
1000191408,1329,MERLIN PROPERT- CHURRUCA ED.2 SEDE CUNEF,4169.0,Office: Administrative/Professional,Yes
1000191409,1330,MERLIN PROPERT- CHURRUCA ED.3 SEDE CUNEF,4155.0,Office: Administrative/Professional,Yes
1000191410,1331,MERLIN PROPERT- CHURRUCA ED.4 SEDE CUNEF,4610.0,Office: Administrative/Professional,Yes
1000191462,1332,Aldar HQ,61900.0,Office: Mixed-Use,Yes
1000191469,1333,Huizhou Huamao Place,110000.0,Retail: Enclosed Mall,Yes
1000191770,1334,Twin City Namsan - Office and Retail,31100.0,Office: Mixed-Use,Yes
1000191899,1335,DMC-Building 01,14312.08,Office: Other Office,Yes
1000191901,1336,Dubai Internet City Mastercard,7217.08,Office: Other Office,Yes
1000191906,1337,Dubai Internet City Baitek Building,6195.98,Office: Other Office,Yes
1000191908,1338,Dubai Internet City Butterfly Building,23593.37,Office: Other Office,Yes
1000191910,1339,Dubai Science Park Head Quarter Building,53589.14,Office: Mixed-Use,Yes
1000191915,1340,Dubai Internet City -Ph 6 Building,21349.67,Office: Other Office,Yes
1000191917,1341,Dubai Production City Publishing Pavilio,24258.0,Office: Other Office,Yes
1000191983,1342,WF CENTRAL,111251.0,Retail: Enclosed Mall,Yes
1000192034,1343,The Pearl Academy,5407.0,Core Learning Space: K-12 Elementary/Middle School,Yes
1000192085,1344,Yas Mall,389916.0,Retail: Enclosed Mall,Yes
1000192088,1345,Al Bateen Academy,26808.0,Core Learning Space: K-12 Elementary/Middle School,Yes
1000192170,1346,CONF,4641.99,CONF,Yes
1000192213,1347,Al Ain Academy,11053.0,Core Learning Space: K-12 Elementary/Middle School,Yes
1000192216,1348,Indialand Tech Park Private Limited,115435.0,Office: Administrative/Professional,Yes
1000192229,1349,Condominio Francisco Mellao,11645.1,Office: Administrative/Professional,Yes
1000192658,1350,Airport Freight Forwarding Centre,138713.0,Airport: Distribution Center,Yes
1000192705,1351,395 Hudson Street New York LLC,67248.21,Office: Mixed-Use,Yes
1000193000,1352,WeBank Headquarters,1264822.83,Office: Financial,Yes
1000193057,1353,875 Third Avenue,58916.76,Office: Mixed-Use,Yes
1000193218,1354,DLF Downtown Block-3,77773.65,Office: Mixed-Use,Yes
1000193224,1355,MERLIN PROPERTIES - P.E. Las Tablas Ed.1,9024.0,Office: Administrative/Professional,Yes
1000193340,1356,EDIFICIO PAULISTA 500,10139.14,Office: Mixed-Use,Yes
1000193457,1357,350 Rhode Island South,13328.98,Office: Mixed-Use,Yes
1000193879,1358,PyD Monteolmo EB,4307.0,Office: Administrative/Professional,Yes
1000193950,1359,Platte 15,15052.05,Office: Mixed-Use,Yes
1000194159,1360,Oficinas Goya 36,4338.0,Office: Mixed-Use,Yes
1000194356,1361,Romell Tech Park,34518.29,Office: Administrative/Professional,Yes
1000194697,1362,Hotel Milano Scala,5494.0,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000194825,1363,SCJ Manufacturing Site Office Building,2587.0,Office: Other Office,Yes
1000194993,1364,Residencia Estudiantes Granada,4462.0,Lodging: Dormitory,Yes
1000194994,1365,Residencia Hospitalet Travessera fase I,2735.0,Lodging: Dormitory,Yes
1000194995,1366,Residencia Hospitalet Campalans,3207.0,Lodging: Dormitory,Yes
1000195002,1367,Residencia de Estudiantes Vicalvaro 3,2029.0,Lodging: Dormitory,Yes
1000195008,1368,Residencia de Estudiantes Vicalvaro 4,1330.0,Lodging: Dormitory,Yes
1000195082,1369,171007 - 400 Centre Street - ABP,3812.09,Office: Mixed-Use,Yes
1000195464,1370,535037 - 4001 Fair Ridge Drive,4366.26,Office: Medical (Non-Diagnostic),Yes
1000195469,1371,535027 - 5750 Centre Ave,7059.23,Office: Medical (Non-Diagnostic),Yes
1000195485,1372,701146 - 2300 Yorkmont Road,14018.32,Office: Mixed-Use,Yes
1000195488,1373,701147 - 2400 Yorkmont Road,12369.76,Office: Mixed-Use,Yes
1000195494,1374,700080 - 4560 Viewridge Avenue,8656.42,Office: Mixed-Use,Yes
1000195499,1375,701109 - 330 Billerica Road,9108.95,Office: Mixed-Use,Yes
1000195501,1376,700480 - 625 Indiana Avenue,15369.78,Office: Government,Yes
1000195503,1377,535164 - 6160 Kempsville Circle,12658.22,Office: Mixed-Use,Yes
1000195505,1378,701129- 145 Rio Robles Drive,5349.91,Office: Mixed-Use,Yes
1000195646,1379,PRESTIGE BLUECHIP SOFTWARE PARK: BLOCK-1,11743.22,Office: Administrative/Professional,Yes
1000195653,1380,PRESTIGE BLUECHIP SOFTWAREPARK BLOCK 2,7247.0,Office: Administrative/Professional,Yes
1000195656,1381,PRESTIGE BLUECHIP SOFTWARE PARK BLOCK-3,8621.0,Office: Administrative/Professional,Yes
1000195716,1382,PRESTIGE DYNASTY,22105.99,Office: Administrative/Professional,Yes
1000196155,1383,CapitaMall Xuefu,104293.0,Retail: Enclosed Mall,Yes
1000196158,1384,CapitaMall Nuohemule,76309.0,Retail: Enclosed Mall,Yes
1000196238,1385,EL PACHA HOTEL,6038.7,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000196388,1386,CONF,2000.0,CONF,Yes
1000196626,1387,SHSTP NO.1 BUILDING,19139.0,Office: Mixed-Use,Yes
1000196627,1388,SHSTP NO.2 BUILDING,20915.0,Office: Mixed-Use,Yes
1000196628,1389,SHSTP NO.3 BUILDING,5734.0,Office: Mixed-Use,Yes
1000196629,1390,SHSTP NO.4 BUILDING,5785.0,Office: Mixed-Use,Yes
1000196631,1391,SHSTP NO.5 BUILDING,5731.0,Office: Mixed-Use,Yes
1000196632,1392,SHSTP NO.6 BUILDING,5781.0,Office: Mixed-Use,Yes
1000196633,1393,SHSTP NO.7 BUILDING,5734.0,Office: Mixed-Use,Yes
1000196634,1394,SHSTP NO.8 BUILDING,17324.0,Office: Mixed-Use,Yes
1000196636,1395,SHSTP NO.9 BUILDING,16541.0,Office: Mixed-Use,Yes
1000196637,1396,SHSTP NO.10 BUILDING,27572.0,Office: Mixed-Use,Yes
1000197089,1397,535070 - 4411 THE 25 WAY,22693.23,Office: Medical (Non-Diagnostic),Yes
1000197469,1398,OPET CEKMEKOY,500.0,Other,Yes
1000197784,1399,Yapi ve Kredi Bankasi A.S.,49589.0,Office: Administrative/Professional,Yes
1000199001,1400,Ericsson Nanjing Campus-Buildings B1-16,46735.0,Industrial Manufacturing,Yes
1000199042,1401,Ericsson Nanjing Campus-Building 19,4102.0,Office: Other Office,Yes
1000199094,1402,CONF,67584.29,CONF,Yes
1000199099,1403,CONF,4185.28,CONF,Yes
1000199862,1404,DIVAN KURUCESME,9249.0,"Lodging: Hotel/Motel/Resort, Full Service",Yes
1000202275,1405,VALDEL XTENT OUTSOURCING SLS - VECTOR,33628.38,Office: Administrative/Professional,Yes
1000202277,1406,VALDEL XTENT OUTSOURCING SLS - VELOCITY,35274.99,Office: Administrative/Professional,Yes
1000202279,1407,VALDEL XTENT OUTSOURCING SLS - VALENCE,35496.84,Office: Administrative/Professional,Yes
